"","Periodo","CIIU_industria","ventasTotales","ARIMA_Forecast","ARIMA_Lower80","ARIMA_Upper80","ARIMA_Lower95","ARIMA_Upper95","RW_Forecast","RW_Lower80","RW_Upper80","RW_Lower95","RW_Upper95","Combined_Forecast","Combined_Lower80","Combined_Upper80","Combined_Lower95","Combined_Upper95"
"1374",2024-12-01,"EXPLOTACIÓN DE MINAS Y CANTERAS.",NA,421619891.740157,313986313.021381,529253470.458933,257008538.215486,586231245.264828,473643392.317012,193166978.789401,823020818.042235,140013975.871422,1315221775.57729,447631642.028584,253576645.905391,676137144.250584,198511257.043454,950726510.421059
"1375",2025-01-01,"EXPLOTACIÓN DE MINAS Y CANTERAS.",NA,347192228.684347,236596412.864321,457788044.504373,178050524.459624,516333932.90907,486978333.613722,175541598.819948,908007351.983771,124457046.247806,1442589121.50524,417085281.149035,206069005.842135,682897698.244072,151253785.353715,979461527.207153
"1376",2025-02-01,"EXPLOTACIÓN DE MINAS Y CANTERAS.",NA,441547381.88208,328066627.556797,555028136.207362,267993544.958261,615101218.805898,497649348.598057,168583775.45264,889009064.540539,117736940.243167,1573631193.40524,469598365.240068,248325201.504719,722018600.37395,192865242.600714,1094366206.10557
"1377",2018-01-01,"INDUSTRIAS MANUFACTURERAS.",1764815036.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378",2018-02-01,"INDUSTRIAS MANUFACTURERAS.",1777577878.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379",2018-03-01,"INDUSTRIAS MANUFACTURERAS.",1906126868.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380",2018-04-01,"INDUSTRIAS MANUFACTURERAS.",1902151353.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381",2018-05-01,"INDUSTRIAS MANUFACTURERAS.",2038068366.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382",2018-06-01,"INDUSTRIAS MANUFACTURERAS.",2239969312.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383",2018-07-01,"INDUSTRIAS MANUFACTURERAS.",1968649232.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384",2018-08-01,"INDUSTRIAS MANUFACTURERAS.",1994988013.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385",2018-09-01,"INDUSTRIAS MANUFACTURERAS.",1910973197.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",2018-10-01,"INDUSTRIAS MANUFACTURERAS.",2092132988.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387",2018-11-01,"INDUSTRIAS MANUFACTURERAS.",2061751676.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388",2018-12-01,"INDUSTRIAS MANUFACTURERAS.",2515792753.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389",2019-01-01,"INDUSTRIAS MANUFACTURERAS.",1777423645.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390",2019-02-01,"INDUSTRIAS MANUFACTURERAS.",1760778313.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391",2019-03-01,"INDUSTRIAS MANUFACTURERAS.",1767203938.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392",2019-04-01,"INDUSTRIAS MANUFACTURERAS.",1910425994.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",2019-05-01,"INDUSTRIAS MANUFACTURERAS.",1925545485.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394",2019-06-01,"INDUSTRIAS MANUFACTURERAS.",2066027906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395",2019-07-01,"INDUSTRIAS MANUFACTURERAS.",1877388672.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396",2019-08-01,"INDUSTRIAS MANUFACTURERAS.",1907392649.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",2019-09-01,"INDUSTRIAS MANUFACTURERAS.",1876177500.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",2019-10-01,"INDUSTRIAS MANUFACTURERAS.",1870732494.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399",2019-11-01,"INDUSTRIAS MANUFACTURERAS.",1983245245.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",2019-12-01,"INDUSTRIAS MANUFACTURERAS.",2506774192.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401",2020-01-01,"INDUSTRIAS MANUFACTURERAS.",1760032462.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402",2020-02-01,"INDUSTRIAS MANUFACTURERAS.",1665942987.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403",2020-03-01,"INDUSTRIAS MANUFACTURERAS.",1361063171.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404",2020-04-01,"INDUSTRIAS MANUFACTURERAS.",951433520.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",2020-05-01,"INDUSTRIAS MANUFACTURERAS.",1223235846.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",2020-06-01,"INDUSTRIAS MANUFACTURERAS.",1733161522.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407",2020-07-01,"INDUSTRIAS MANUFACTURERAS.",1601340338.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",2020-08-01,"INDUSTRIAS MANUFACTURERAS.",1573032033.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409",2020-09-01,"INDUSTRIAS MANUFACTURERAS.",1712758940.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",2020-10-01,"INDUSTRIAS MANUFACTURERAS.",1826040494.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",2020-11-01,"INDUSTRIAS MANUFACTURERAS.",1807434146.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",2020-12-01,"INDUSTRIAS MANUFACTURERAS.",2433661992.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",2021-01-01,"INDUSTRIAS MANUFACTURERAS.",1605907826.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",2021-02-01,"INDUSTRIAS MANUFACTURERAS.",1577579112.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",2021-03-01,"INDUSTRIAS MANUFACTURERAS.",1859909004.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",2021-04-01,"INDUSTRIAS MANUFACTURERAS.",1751622028.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",2021-05-01,"INDUSTRIAS MANUFACTURERAS.",1839281163.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",2021-06-01,"INDUSTRIAS MANUFACTURERAS.",2370992040.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",2021-07-01,"INDUSTRIAS MANUFACTURERAS.",1893365968.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420",2021-08-01,"INDUSTRIAS MANUFACTURERAS.",1977499623.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421",2021-09-01,"INDUSTRIAS MANUFACTURERAS.",2081463014.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",2021-10-01,"INDUSTRIAS MANUFACTURERAS.",2102999480.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",2021-11-01,"INDUSTRIAS MANUFACTURERAS.",2163869739.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",2021-12-01,"INDUSTRIAS MANUFACTURERAS.",2847282944.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",2022-01-01,"INDUSTRIAS MANUFACTURERAS.",1852127502.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",2022-02-01,"INDUSTRIAS MANUFACTURERAS.",1875573373.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",2022-03-01,"INDUSTRIAS MANUFACTURERAS.",2166255366.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",2022-04-01,"INDUSTRIAS MANUFACTURERAS.",2125796928.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",2022-05-01,"INDUSTRIAS MANUFACTURERAS.",2249838635.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",2022-06-01,"INDUSTRIAS MANUFACTURERAS.",2443733269.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",2022-07-01,"INDUSTRIAS MANUFACTURERAS.",2243160054.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",2022-08-01,"INDUSTRIAS MANUFACTURERAS.",2343625747.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",2022-09-01,"INDUSTRIAS MANUFACTURERAS.",2280612928.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434",2022-10-01,"INDUSTRIAS MANUFACTURERAS.",2254087235.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",2022-11-01,"INDUSTRIAS MANUFACTURERAS.",2311261016.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436",2022-12-01,"INDUSTRIAS MANUFACTURERAS.",3138033534.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",2023-01-01,"INDUSTRIAS MANUFACTURERAS.",2000812238.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",2023-02-01,"INDUSTRIAS MANUFACTURERAS.",1890479757.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439",2023-03-01,"INDUSTRIAS MANUFACTURERAS.",2252376772.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440",2023-04-01,"INDUSTRIAS MANUFACTURERAS.",2025461447.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441",2023-05-01,"INDUSTRIAS MANUFACTURERAS.",2341909574.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442",2023-06-01,"INDUSTRIAS MANUFACTURERAS.",2858721712.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443",2023-07-01,"INDUSTRIAS MANUFACTURERAS.",2091844363.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444",2023-08-01,"INDUSTRIAS MANUFACTURERAS.",2240048155.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445",2023-09-01,"INDUSTRIAS MANUFACTURERAS.",2140339048.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446",2023-10-01,"INDUSTRIAS MANUFACTURERAS.",2198365453.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",2023-11-01,"INDUSTRIAS MANUFACTURERAS.",2216085972.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",2023-12-01,"INDUSTRIAS MANUFACTURERAS.",3133610553.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449",2024-01-01,"INDUSTRIAS MANUFACTURERAS.",1851954659.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450",2024-02-01,"INDUSTRIAS MANUFACTURERAS.",1881948805.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451",2024-03-01,"INDUSTRIAS MANUFACTURERAS.",2205393834.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452",2024-04-01,"INDUSTRIAS MANUFACTURERAS.",1947662637.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453",2024-05-01,"INDUSTRIAS MANUFACTURERAS.",2055936582.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454",2024-06-01,"INDUSTRIAS MANUFACTURERAS.",2368614964.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455",2024-07-01,"INDUSTRIAS MANUFACTURERAS.",1973493221.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456",2024-08-01,"INDUSTRIAS MANUFACTURERAS.",1952463645.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457",2024-09-01,"INDUSTRIAS MANUFACTURERAS.",NA,1925730085.13781,1713894130.55368,2137566039.72194,1601754950.01392,2249705220.2617,1971350791.8294,1542243222.24169,2430142348.88852,1347665744.28139,2760769381.48723,1948540438.4836,1628068676.39769,2283854194.30523,1474710347.14765,2505237300.87447
"1458",2024-10-01,"INDUSTRIAS MANUFACTURERAS.",NA,2002177517.87894,1727171987.39531,2277183048.36257,1581592853.32961,2422762182.42827,1998591929.22537,1417112045.92966,2662972589.92704,1210830855.14699,3060334841.10508,2000384723.55216,1572142016.66249,2470077819.1448,1396211854.2383,2741548511.76667
"1459",2024-11-01,"INDUSTRIAS MANUFACTURERAS.",NA,2035588534.99051,1735069865.24643,2336107204.73459,1575984891.08253,2495192178.89849,2041956112.01223,1310384412.78835,2861021384.1113,1086552637.19082,3536461482.68927,2038772323.50137,1522727139.01739,2598564294.42294,1331268764.13667,3015826830.79388
"1460",2024-12-01,"INDUSTRIAS MANUFACTURERAS.",NA,2843184967.00816,2519156835.269,3167213098.74732,2347626703.68017,3338743230.33615,2097333028.14886,1264199041.33484,3048149347.63912,1001976295.10125,4053552866.19418,2470258997.57851,1891677938.30192,3107681223.19322,1674801499.39071,3696148048.26516
"1461",2025-01-01,"INDUSTRIAS MANUFACTURERAS.",NA,1712179270.19343,1366237514.35181,2058121026.03505,1183107010.88876,2241251529.4981,2150131315.67213,1223434919.44638,3303974487.33502,961178523.181694,4560937901.56899,1931155292.93278,1294836216.8991,2681047756.68504,1072142767.03523,3401094715.53355
"1462",2025-02-01,"INDUSTRIAS MANUFACTURERAS.",NA,1695577424.81226,1329033321.78842,2062121527.8361,1134996594.52239,2256158255.10212,2176458144.26355,1151039022.7892,3483809354.76087,855287235.277157,4810429553.73547,1936017784.5379,1240036172.28881,2772965441.29848,995141914.899776,3533293904.4188
"1463",2018-01-01,"INFORMACIÓN Y COMUNICACIÓN.",390736915.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464",2018-02-01,"INFORMACIÓN Y COMUNICACIÓN.",402844423.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465",2018-03-01,"INFORMACIÓN Y COMUNICACIÓN.",422929258.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466",2018-04-01,"INFORMACIÓN Y COMUNICACIÓN.",436490203.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467",2018-05-01,"INFORMACIÓN Y COMUNICACIÓN.",465962142.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468",2018-06-01,"INFORMACIÓN Y COMUNICACIÓN.",448015780.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",2018-07-01,"INFORMACIÓN Y COMUNICACIÓN.",439163707.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470",2018-08-01,"INFORMACIÓN Y COMUNICACIÓN.",463650051.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471",2018-09-01,"INFORMACIÓN Y COMUNICACIÓN.",450302999.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472",2018-10-01,"INFORMACIÓN Y COMUNICACIÓN.",460322364.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473",2018-11-01,"INFORMACIÓN Y COMUNICACIÓN.",452195140.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474",2018-12-01,"INFORMACIÓN Y COMUNICACIÓN.",557279574.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475",2019-01-01,"INFORMACIÓN Y COMUNICACIÓN.",394896893.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476",2019-02-01,"INFORMACIÓN Y COMUNICACIÓN.",424780170.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477",2019-03-01,"INFORMACIÓN Y COMUNICACIÓN.",430279377.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478",2019-04-01,"INFORMACIÓN Y COMUNICACIÓN.",446034838.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479",2019-05-01,"INFORMACIÓN Y COMUNICACIÓN.",451617788.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480",2019-06-01,"INFORMACIÓN Y COMUNICACIÓN.",444530684.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481",2019-07-01,"INFORMACIÓN Y COMUNICACIÓN.",438430797.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482",2019-08-01,"INFORMACIÓN Y COMUNICACIÓN.",445606049.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483",2019-09-01,"INFORMACIÓN Y COMUNICACIÓN.",443337709.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484",2019-10-01,"INFORMACIÓN Y COMUNICACIÓN.",422231632.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485",2019-11-01,"INFORMACIÓN Y COMUNICACIÓN.",443921040.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486",2019-12-01,"INFORMACIÓN Y COMUNICACIÓN.",751474589.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487",2020-01-01,"INFORMACIÓN Y COMUNICACIÓN.",382255995.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488",2020-02-01,"INFORMACIÓN Y COMUNICACIÓN.",391314369.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489",2020-03-01,"INFORMACIÓN Y COMUNICACIÓN.",355735815.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490",2020-04-01,"INFORMACIÓN Y COMUNICACIÓN.",308071841.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491",2020-05-01,"INFORMACIÓN Y COMUNICACIÓN.",325256865.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492",2020-06-01,"INFORMACIÓN Y COMUNICACIÓN.",375528936.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493",2020-07-01,"INFORMACIÓN Y COMUNICACIÓN.",371516333.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494",2020-08-01,"INFORMACIÓN Y COMUNICACIÓN.",377366434.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",2020-09-01,"INFORMACIÓN Y COMUNICACIÓN.",376838633.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496",2020-10-01,"INFORMACIÓN Y COMUNICACIÓN.",391317536.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497",2020-11-01,"INFORMACIÓN Y COMUNICACIÓN.",388689586.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498",2020-12-01,"INFORMACIÓN Y COMUNICACIÓN.",516326504.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499",2021-01-01,"INFORMACIÓN Y COMUNICACIÓN.",343946642.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500",2021-02-01,"INFORMACIÓN Y COMUNICACIÓN.",355303270.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501",2021-03-01,"INFORMACIÓN Y COMUNICACIÓN.",385883484.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502",2021-04-01,"INFORMACIÓN Y COMUNICACIÓN.",384049717.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503",2021-05-01,"INFORMACIÓN Y COMUNICACIÓN.",387747884.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504",2021-06-01,"INFORMACIÓN Y COMUNICACIÓN.",435944876.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505",2021-07-01,"INFORMACIÓN Y COMUNICACIÓN.",384335688.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506",2021-08-01,"INFORMACIÓN Y COMUNICACIÓN.",400725379.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507",2021-09-01,"INFORMACIÓN Y COMUNICACIÓN.",388314860.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508",2021-10-01,"INFORMACIÓN Y COMUNICACIÓN.",393483738.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509",2021-11-01,"INFORMACIÓN Y COMUNICACIÓN.",397543956.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510",2021-12-01,"INFORMACIÓN Y COMUNICACIÓN.",523720829.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511",2022-01-01,"INFORMACIÓN Y COMUNICACIÓN.",329429358.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512",2022-02-01,"INFORMACIÓN Y COMUNICACIÓN.",350646554.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513",2022-03-01,"INFORMACIÓN Y COMUNICACIÓN.",387584225.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514",2022-04-01,"INFORMACIÓN Y COMUNICACIÓN.",368992387.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515",2022-05-01,"INFORMACIÓN Y COMUNICACIÓN.",375393278.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516",2022-06-01,"INFORMACIÓN Y COMUNICACIÓN.",444289745.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517",2022-07-01,"INFORMACIÓN Y COMUNICACIÓN.",375335802.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518",2022-08-01,"INFORMACIÓN Y COMUNICACIÓN.",400486664.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519",2022-09-01,"INFORMACIÓN Y COMUNICACIÓN.",403045984.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520",2022-10-01,"INFORMACIÓN Y COMUNICACIÓN.",386875222.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521",2022-11-01,"INFORMACIÓN Y COMUNICACIÓN.",417068112.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522",2022-12-01,"INFORMACIÓN Y COMUNICACIÓN.",603775557.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523",2023-01-01,"INFORMACIÓN Y COMUNICACIÓN.",373767253.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524",2023-02-01,"INFORMACIÓN Y COMUNICACIÓN.",360321483.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525",2023-03-01,"INFORMACIÓN Y COMUNICACIÓN.",407117015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526",2023-04-01,"INFORMACIÓN Y COMUNICACIÓN.",391976523.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527",2023-05-01,"INFORMACIÓN Y COMUNICACIÓN.",405179500.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
